"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YBL023C",80.9349030753092,-0.246416718529928,0.16760138321907,-1.47025468284972,0.14149278957885,0.259130189952922
"YBL024W",94.5106245232938,0.23735150376613,0.142348792606585,1.66739386699336,0.0954361125831893,0.192885902733671
"YBL025W",13.3814637885454,-0.718173091466478,0.402703039656715,-1.78338135236994,0.0745242466571563,0.159169691677886
"YBL026W",40.7587718975033,-0.569179790283195,0.238754739830361,-2.38395179374284,0.017127845847644,0.0477856317073282
"YBL027W",1968.34706842041,0.664116145759462,0.032371317136111,20.5155738015561,1.56313250220161e-93,6.54445276749574e-92
"YBL028C",13.8888003213597,0.0437603897713144,0.379195339575788,0.115403290083338,0.908125471278266,0.946313741569489
"YBL029C-A",27.4467178168978,0.184471694473856,0.278267226759547,0.6629300066057,0.507375382762018,0.649711802678039
"YBL029W",46.777258894881,-0.275736263200307,0.229302145951155,-1.2025018870039,0.229169135456433,0.372115711545347
"YBL030C",502.890227176239,0.286472757710584,0.0635924012839854,4.50482686494694,6.6427078483234e-06,4.13745803124143e-05
"YBL031W",26.6501158504559,-0.665870731636786,0.286506371095373,-2.32410444867605,0.0201198966807645,0.0545445912589164
"YBL032W",177.796410574735,-0.046275527241867,0.105282221816321,-0.439537905294218,0.660271822559438,0.77901602790571
"YBL033C",197.810248798791,0.291094637823062,0.0995067664253675,2.9253753114507,0.00344041017629858,0.0123231009260961
"YBL034C",29.4100540936087,-0.208149617149492,0.268096013369981,-0.776399523935624,0.437513125659041,0.588126298196142
"YBL035C",26.0241024011253,0.0772254125241551,0.270516976892775,0.285473442041181,0.775281448417636,0.859279333256714
"YBL036C",60.4583299954607,-0.113425170532454,0.185564172836105,-0.61124498764443,0.541037404493011,0.6794884747106
"YBL037W",73.1674696144303,0.442678888811475,0.168394624994507,2.62881840097874,0.00856821027489369,0.0268691594037093
"YBL038W",70.2925211307815,-0.199118572593839,0.172358889394728,-1.15525560238339,0.247985771220876,0.39460509581132
"YBL039C",78.4511122103321,0.849800229359259,0.160285364976374,5.30179551629382,1.14669241164638e-07,8.61996364616935e-07
"YBL039C-A",0,NA,NA,NA,NA,NA
"YBL039W-B",10.3310682271479,-1.39588684088227,0.498076267731392,-2.80255641819709,0.00506993479380019,0.0170490041310664
"YBL040C",113.760907751691,-0.60306110574258,0.135972700937253,-4.43516309954654,9.20026073195443e-06,5.6142903810247e-05
"YBL041W",445.196833406327,-0.129738803479269,0.0681362547492442,-1.90410823073173,0.0568960899883616,0.128463243180865
"YBL042C",75.2963424316032,-0.0219855830523929,0.169848303672423,-0.129442464699531,0.897007548326925,0.939509894056133
"YBL043W",13.6661129576628,-0.671212795341575,0.41465065414427,-1.61874288303435,0.10550259599879,0.208303376609729
"YBL044W",8.36543024663122,-3.35257472738998,0.802018847945622,-4.18016950097572,2.91291888242651e-05,0.000164277191567354
"YBL045C",272.964366739322,0.312197260508457,0.0860497945051871,3.62810001236711,0.000285514665015414,0.00132139363999081
"YBL046W",114.294635963008,-0.339589634819016,0.133824652788781,-2.53757157401335,0.0111624540256856,0.0336203117438705
"YBL047C",564.017836661937,0.343958042587369,0.0604353207275841,5.69134139517157,1.26045204387675e-08,1.03757523716e-07
"YBL048W",2.88044002072707,0.0412003267828241,0.897144722362924,0.0459238356486226,0.963370956116296,0.979956747315724
"YBL049W",12.6160598317763,-1.06352125316106,0.424428502524941,-2.50577246069512,0.0122184220778054,0.036214188643172
"YBL050W",160.982718808618,-0.722153391933635,0.116381539181927,-6.20505105027673,5.46791501389054e-10,4.94537320712675e-09
"YBL051C",162.66958650243,0.337637149510716,0.117862226650642,2.86467648801099,0.00417435466604005,0.0145314681976188
"YBL052C",51.0104523326741,-0.745853063475664,0.220817865048458,-3.37768442472708,0.000730989170489922,0.00307472623808203
"YBL053W",22.2825888979261,-0.292849605848131,0.308540961813137,-0.949143362123472,0.342547702947019,0.495784472992458
"YBL054W",20.8588449122508,1.13294384032824,0.332250130459555,3.40991240172336,0.000649837479560323,0.00277876649816878
"YBL055C",85.6068340241002,0.40737778462761,0.149030299483225,2.73352322339972,0.0062660704357757,0.0204301687957576
"YBL056W",362.426870644516,0.297951970569172,0.0722924279500232,4.12148241549101,3.76442209413819e-05,0.00020931113877873
"YBL057C",110.877252755356,0.0149430181195462,0.133589524123366,0.11185770903523,0.910936229391194,0.948184386984724
"YBL058W",316.047304464401,0.20153114713564,0.0786514685024761,2.56233165092519,0.0103971980323798,0.0317541478071038
"YBL059C-A",19.1060316189895,-0.345398187831873,0.323054414469593,-1.06916411713168,0.284995724463584,0.436151771982276
"YBL059W",18.4465066908711,-0.00322597088831402,0.341067842649929,-0.00945844340894123,0.992453366557957,0.995237188598826
"YBL060W",42.8176640632936,-0.687638413629408,0.224098443221192,-3.06846582129393,0.00215160939346851,0.00817947960643893
"YBL061C",112.194474600566,0.144361073456203,0.130826230102633,1.10345664889183,0.269828907573801,0.419542143059904
"YBL062W",15.6677230197813,-1.08805654069306,0.409704101815847,-2.65571307651227,0.0079140918567614,0.0249665113365497
"YBL063W",33.4051317834093,-0.177282809165862,0.244313327866651,-0.725637077247889,0.468061285077126,0.615449967607651
"YBL064C",157.677288722513,-0.133181124723783,0.11230528468188,-1.18588475244987,0.235667815410177,0.380365567787373
"YBL065W",1.49237623698953,-0.66951587875326,1.29095985361947,-0.518618667246803,0.604026688889495,0.735630269150334
